hour,failed_logins,success_logins,privileged_cmds,data_mb,unique_ips,user_id,label
21,1,1,2,6,1,6,0
16,1,1,1,7,3,51,0
9,1,0,1,19,1,14,0
21,0,3,0,15,4,48,0
0,1,2,1,3,2,12,0
21,1,2,1,0,1,86,0
23,1,1,1,1,4,52,0
17,1,3,1,4,2,68,0
17,2,1,1,3,2,59,0
13,0,2,0,0,2,18,0
14,1,3,0,5,1,53,0
11,1,2,1,1,1,31,0
3,2,3,0,2,2,35,0
2,2,0,2,15,1,4,0
19,3,2,0,6,4,9,0
11,1,2,0,4,3,15,0
6,2,1,3,2,2,42,0
10,0,2,0,20,3,59,0
0,1,1,0,23,2,85,0
5,0,4,0,7,3,96,0
14,0,0,0,25,2,73,0
14,0,0,1,6,4,32,1
18,1,3,3,1,2,80,0
10,0,1,0,0,4,45,0
22,0,3,0,1,2,5,0
1,0,1,0,9,1,31,0
13,1,2,0,3,3,25,0
1,1,1,0,10,4,56,0
3,0,3,1,7,2,1,0
16,0,0,1,4,1,61,0
2,0,2,2,2,2,67,0
12,2,1,0,0,3,85,0
8,1,4,1,15,2,92,0
6,2,1,0,17,1,67,0
14,1,4,0,7,2,42,0
22,2,5,3,1,2,96,0
10,0,3,0,3,4,96,0
19,0,0,0,31,4,94,0
1,2,3,1,2,2,59,0
14,2,0,0,0,2,50,0
13,2,1,2,7,1,77,0
19,0,4,0,3,2,34,0
21,1,2,0,31,3,68,0
10,1,1,0,8,4,54,0
2,0,1,0,33,3,82,0
16,2,0,1,15,2,96,0
11,2,3,0,12,1,14,0
23,0,1,0,17,3,32,0
20,2,2,1,9,2,70,0
14,3,4,1,0,4,81,0
15,1,1,0,4,2,8,0
4,3,1,1,2,4,35,0
19,0,4,0,5,1,24,0
5,0,1,0,6,4,3,0
18,1,5,1,1,2,81,0
4,1,3,0,0,1,36,0
2,1,2,1,1,4,51,0
0,1,0,1,19,4,81,0
5,0,2,0,14,3,57,0
14,0,3,0,16,4,59,0
1,0,3,1,3,2,94,0
2,1,1,0,2,1,89,0
16,3,2,0,0,2,22,0
23,1,0,1,6,4,37,0
11,2,1,0,4,2,75,0
17,1,4,0,18,3,12,0
14,1,3,2,11,2,21,0
11,0,1,0,1,1,15,0
15,3,1,0,43,1,12,0
7,3,0,0,14,4,86,0
13,0,3,0,12,1,56,0
16,0,1,0,2,2,99,0
20,2,1,1,23,4,16,0
7,0,1,1,6,2,33,0
14,0,1,0,3,3,43,0
13,1,0,0,10,2,49,0
17,0,1,2,2,1,78,0
19,1,2,0,23,1,18,0
6,1,0,1,19,3,16,0
2,0,2,0,6,4,40,0
11,2,2,2,2,1,67,0
20,1,0,0,6,1,62,0
23,2,4,0,1,1,90,0
2,1,1,1,3,3,79,0
19,1,2,0,6,3,27,0
13,1,3,1,0,1,81,0
14,1,2,0,14,4,14,0
13,1,1,0,2,1,66,1
6,1,2,1,20,2,27,0
16,1,3,1,0,2,54,0
11,1,1,1,7,4,88,0
19,1,1,0,14,1,60,0
3,0,1,1,2,4,40,0
8,0,1,0,12,2,45,0
5,2,0,0,12,1,99,0
15,0,3,0,10,1,68,0
21,1,2,0,4,2,90,0
21,1,2,0,15,4,68,0
20,1,0,0,9,4,63,0
20,2,3,0,8,3,98,0
1,0,0,1,17,3,77,0
23,2,3,1,2,3,40,0
7,0,2,2,2,4,41,0
10,1,1,0,4,1,61,0
12,1,1,1,0,1,65,0
16,3,2,0,4,3,1,0
7,1,1,0,5,4,9,0
20,1,2,1,6,3,75,0
17,0,3,1,2,4,80,0
17,1,2,0,23,4,93,0
13,3,0,0,3,3,15,0
14,2,1,0,19,1,59,0
5,1,0,1,5,1,66,0
10,2,3,0,12,4,10,0
12,1,4,0,1,2,49,0
0,1,3,1,7,2,11,0
5,0,0,1,32,2,30,0
8,1,3,0,10,3,23,0
7,1,2,0,17,1,22,0
10,1,4,2,3,2,51,0
21,2,1,0,16,2,42,0
18,0,3,1,4,2,29,0
23,1,1,0,6,2,45,0
8,1,2,1,2,3,96,0
16,3,2,1,6,1,33,0
11,0,2,0,7,1,39,0
13,1,6,1,9,1,73,0
14,0,1,1,20,2,65,0
15,0,2,0,3,4,82,0
21,1,2,0,41,3,50,0
21,0,1,1,18,3,86,0
19,0,1,0,5,3,48,0
0,2,2,0,2,1,37,0
9,1,1,1,0,1,78,0
7,0,5,2,2,3,86,0
17,0,1,0,21,2,33,0
0,2,0,1,3,4,6,0
1,1,4,1,1,1,91,0
0,2,2,0,0,1,70,0
0,0,2,1,3,2,55,0
8,1,2,0,2,2,44,0
12,3,1,1,1,1,50,0
0,0,1,0,30,2,54,0
12,1,3,3,3,2,63,0
19,1,1,1,0,2,16,0
21,0,0,0,28,4,47,0
6,0,7,1,8,4,57,0
1,1,2,0,0,4,2,0
5,2,1,1,0,2,37,0
6,1,2,1,1,2,93,0
13,1,0,0,8,4,23,0
17,1,2,0,0,4,85,0
14,3,3,0,8,3,13,0
1,1,2,2,10,1,65,0
9,1,1,1,1,4,93,0
22,4,1,0,6,3,48,0
11,1,2,0,33,3,7,0
16,2,2,0,18,4,31,0
7,1,5,1,12,3,63,0
10,0,0,1,7,4,45,0
2,1,2,0,5,1,56,0
5,0,5,0,6,1,64,0
8,2,4,0,14,1,22,0
5,0,4,0,8,4,63,0
8,1,2,0,14,3,80,0
6,1,1,0,35,4,28,0
8,2,0,0,10,1,44,0
17,2,2,1,9,3,89,0
11,1,3,1,5,2,14,0
7,2,3,1,2,1,85,0
7,1,0,1,4,4,19,0
17,0,4,0,7,4,60,0
19,2,2,2,0,4,77,0
14,1,4,0,6,2,2,0
6,1,3,1,19,3,51,0
10,0,0,0,37,4,78,0
19,1,2,1,19,4,34,0
15,1,1,1,1,4,82,0
3,0,3,1,1,1,88,0
5,0,4,0,4,1,94,0
21,1,2,0,2,2,51,0
2,4,2,2,11,3,19,1
8,0,3,1,0,3,36,0
9,1,3,2,5,4,85,0
13,3,0,1,3,4,83,0
10,1,6,0,9,1,26,0
17,1,2,1,15,1,35,0
21,1,4,0,25,1,63,0
11,3,2,1,33,1,4,0
22,2,3,0,4,4,85,0
11,0,1,0,19,1,3,0
12,0,5,0,8,3,5,0
12,0,2,0,11,1,29,0
18,2,2,1,19,2,19,0
18,2,1,0,1,1,17,0
22,2,0,0,29,4,34,0
13,0,1,0,7,4,20,0
3,1,1,0,4,4,28,0
12,1,1,1,4,1,73,0
7,1,2,1,13,3,67,0
22,0,1,0,11,4,10,0
20,1,3,0,13,3,21,0
22,3,3,0,2,4,4,0
18,2,3,2,1,4,22,0
11,0,4,1,12,3,71,0
17,1,3,1,3,2,62,0
5,0,4,0,2,4,12,0
17,0,1,0,2,3,11,0
18,1,3,0,1,4,22,0
21,2,3,2,5,1,29,0
4,0,1,3,3,3,61,0
23,4,2,1,22,4,61,0
8,1,3,1,11,2,27,0
2,0,1,0,13,1,47,0
9,1,3,0,5,4,84,0
18,0,3,1,9,1,14,0
2,1,1,1,6,2,7,0
21,1,6,0,1,3,15,0
14,0,6,0,0,4,46,0
0,0,1,0,11,3,28,0
6,0,5,0,1,4,43,0
11,0,2,0,0,4,10,0
16,1,1,0,5,3,51,0
20,3,2,1,13,3,3,0
23,0,0,1,14,4,76,0
19,3,4,0,20,2,77,0
4,3,1,1,2,2,44,0
3,2,1,0,42,4,54,0
11,2,0,0,14,3,34,0
19,1,1,1,1,2,65,0
23,3,2,0,18,4,89,0
17,1,3,0,6,1,83,0
16,0,2,1,0,4,25,0
18,0,2,0,1,3,63,0
8,1,2,0,5,4,70,0
3,1,4,0,7,1,45,0
20,1,1,0,29,1,68,0
1,0,2,0,2,4,26,0
3,0,3,0,6,1,26,0
1,3,2,0,2,4,26,0
14,0,5,1,8,3,78,0
1,1,0,1,24,3,62,0
3,1,5,2,8,3,96,0
5,0,2,0,7,2,92,0
6,3,2,1,13,4,61,0
9,0,1,1,1,3,2,0
18,1,3,0,23,4,41,0
18,0,1,0,8,1,45,0
21,0,3,0,11,3,85,0
11,0,3,2,17,2,14,0
2,3,2,0,10,3,37,0
12,1,3,0,10,2,2,0
17,2,1,0,13,1,5,0
7,1,1,1,0,4,2,0
20,0,3,0,4,1,1,0
14,2,2,0,32,1,48,0
0,1,3,0,2,1,22,0
2,0,3,0,7,1,41,0
7,0,1,0,1,1,25,0
3,1,0,0,3,4,46,0
15,1,3,1,12,2,94,0
22,2,1,1,10,1,9,0
9,0,1,2,5,3,61,0
11,1,1,0,27,2,47,0
13,0,1,0,14,2,74,0
13,1,3,0,3,3,79,0
1,2,1,1,6,3,3,0
22,1,3,0,21,3,8,0
4,0,6,0,0,3,25,0
4,1,0,0,8,3,36,0
5,0,3,3,2,1,43,0
12,0,2,0,0,2,50,0
8,0,1,0,24,3,63,0
21,0,3,0,16,3,85,0
14,2,1,0,2,4,34,0
13,3,0,1,18,2,91,0
23,0,1,0,1,2,73,1
6,1,6,0,6,1,10,0
19,0,1,0,12,2,27,0
1,1,4,1,7,3,89,0
6,0,4,1,19,4,13,0
5,1,1,1,9,2,51,0
16,2,2,1,5,4,68,0
1,0,3,1,25,3,16,0
2,1,1,0,0,4,12,0
4,1,3,0,6,2,25,0
4,1,3,1,10,2,49,0
0,1,3,2,18,1,16,0
7,1,1,0,7,3,2,0
11,0,3,1,21,1,73,0
23,0,4,0,5,1,77,0
3,1,3,1,3,3,78,0
12,1,0,1,36,2,76,0
22,2,5,0,11,4,35,0
14,0,2,0,5,1,22,0
10,0,2,0,21,2,85,0
9,1,1,0,11,2,48,0
2,0,0,1,10,1,64,0
21,1,3,1,13,1,67,0
13,1,2,0,13,1,22,0
15,1,2,1,6,2,73,0
9,2,4,0,5,3,47,0
9,0,4,0,24,3,40,0
11,1,1,0,6,1,53,0
8,3,1,0,2,4,3,0
0,0,1,2,7,2,95,0
4,2,0,1,0,4,6,0
19,4,2,0,12,1,14,0
7,0,2,1,1,2,83,0
10,1,2,0,1,3,58,0
11,2,0,2,29,3,82,0
0,1,5,0,14,4,7,0
21,0,0,0,5,1,29,0
19,2,3,0,2,4,3,0
10,3,0,0,18,1,13,1
4,3,1,1,34,3,36,0
14,2,0,0,7,2,89,0
4,0,2,1,8,3,92,1
11,0,0,1,2,4,38,0
4,0,1,0,8,2,75,0
16,2,0,0,5,1,60,0
16,0,1,1,18,3,73,0
23,1,1,0,4,1,22,0
11,0,3,0,10,3,21,0
23,0,4,0,2,1,83,0
14,1,4,0,0,3,33,0
14,1,1,1,0,3,4,0
5,6,3,1,5,1,97,0
11,0,3,0,1,3,80,0
19,0,1,0,50,3,44,0
17,0,0,1,16,3,1,0
13,1,0,0,11,4,62,0
1,2,1,2,16,3,79,0
8,2,0,1,3,1,22,0
4,1,2,0,21,1,96,0
19,1,2,1,54,4,59,0
0,2,2,0,3,3,37,0
22,0,3,1,41,4,23,0
2,2,2,0,3,4,33,0
5,1,1,1,0,3,22,1
4,2,4,0,4,1,64,0
20,0,3,0,59,3,62,0
4,4,0,0,10,4,54,0
0,1,3,0,11,2,58,0
16,1,2,0,2,4,12,0
18,0,1,0,1,1,18,0
13,1,1,1,21,3,96,0
11,0,2,1,5,2,67,0
9,1,2,1,0,4,60,0
19,0,5,0,3,4,1,0
20,0,2,0,2,4,89,0
17,2,3,1,9,3,20,0
23,2,1,1,14,3,17,0
10,2,4,0,6,4,49,0
1,0,3,0,2,3,22,0
17,2,3,0,0,2,33,0
6,1,1,0,3,2,26,0
23,2,3,2,16,1,27,0
14,1,3,1,5,3,60,0
10,0,2,0,2,3,34,0
17,2,0,0,0,4,87,0
22,1,1,0,6,2,80,0
11,0,1,0,11,3,78,0
5,1,1,0,2,3,52,0
19,1,0,0,7,3,55,0
22,1,0,0,5,4,61,0
12,3,1,0,12,2,50,0
19,1,0,0,19,3,63,0
15,2,1,3,3,3,64,0
17,1,3,1,23,4,14,0
9,2,5,1,12,1,90,0
22,1,4,0,0,4,51,0
7,0,2,0,15,3,27,0
17,2,2,0,6,2,40,0
20,1,2,0,29,2,68,0
0,4,4,1,3,3,9,0
22,0,3,1,8,1,56,0
7,1,2,1,31,4,91,0
5,0,3,0,3,3,39,0
4,1,2,0,6,3,15,0
14,5,2,1,13,3,89,0
21,1,3,0,11,4,18,0
14,2,2,0,18,2,52,0
1,0,2,0,7,4,61,0
0,1,1,0,3,3,94,0
22,2,1,0,7,2,37,0
22,1,2,2,4,1,80,0
10,1,0,0,1,3,53,0
9,1,0,0,8,2,12,0
17,0,1,0,0,2,81,0
17,1,2,1,0,2,25,0
16,1,0,2,0,3,79,0
7,3,3,1,11,1,25,0
14,1,1,1,5,2,21,0
7,0,2,1,6,3,83,0
16,3,1,2,4,2,88,0
11,0,1,1,2,4,7,0
7,0,1,2,4,2,76,0
13,2,0,2,2,3,49,0
3,1,2,0,11,2,39,0
0,1,2,0,1,2,75,0
0,3,2,0,7,4,97,0
18,0,4,0,6,4,49,0
15,0,1,0,3,3,89,0
13,1,4,2,1,1,34,1
20,3,1,0,12,1,75,0
15,0,4,1,8,1,16,0
4,1,1,2,16,1,96,0
8,2,1,0,2,3,15,0
1,1,2,0,15,3,40,0
17,0,3,0,3,4,79,0
5,4,0,0,1,4,7,0
8,0,1,1,1,1,40,0
0,0,2,0,2,4,66,0
8,1,1,1,11,3,70,0
15,1,2,0,2,1,92,0
12,2,1,1,9,2,22,0
8,0,3,0,2,2,59,0
20,2,2,0,4,2,5,0
12,1,1,0,22,4,18,0
8,2,4,0,6,1,11,0
10,2,0,0,9,2,8,0
3,0,1,0,2,1,20,0
1,1,3,0,1,3,75,0
5,0,2,0,5,2,59,0
13,2,3,1,19,2,91,0
3,0,2,1,2,2,93,1
5,0,0,0,9,3,25,0
18,1,1,1,20,1,58,0
5,0,2,1,27,2,19,0
1,0,1,0,50,2,2,0
17,1,5,5,14,1,58,0
12,1,0,0,0,4,66,0
8,0,0,1,20,4,7,0
22,1,4,0,21,2,51,0
18,1,1,1,8,2,95,0
12,1,0,1,0,4,33,0
10,0,4,0,6,4,75,1
0,2,1,2,2,2,13,0
23,1,3,0,5,1,10,0
21,2,2,1,12,4,59,0
6,2,1,0,11,2,38,0
20,2,3,0,15,3,20,0
14,2,0,0,6,1,85,0
0,1,2,0,7,2,14,0
11,2,1,0,27,3,88,0
6,1,4,0,9,4,40,0
14,0,1,0,13,3,7,0
20,1,2,0,10,3,69,0
18,1,1,1,10,3,6,0
0,2,1,0,24,4,40,0
16,3,2,0,4,3,53,0
16,0,1,0,5,4,99,0
2,0,1,1,4,2,9,0
11,4,4,1,14,3,65,0
5,3,2,1,20,1,20,0
10,2,1,2,4,2,6,0
2,1,4,0,1,4,96,0
7,2,2,0,6,2,77,0
13,2,2,0,41,3,39,0
13,0,0,2,2,4,21,0
9,1,2,0,6,3,37,0
1,0,1,1,3,2,12,0
13,1,2,0,25,1,70,0
8,1,4,0,8,2,15,1
2,1,2,2,8,2,21,0
20,3,0,0,0,3,85,0
7,0,0,0,10,1,92,0
15,2,3,0,3,3,81,0
1,0,0,1,7,3,46,0
5,1,2,0,7,3,71,0
20,1,2,0,8,4,87,0
11,2,3,0,17,3,86,0
4,2,1,1,3,1,10,0
1,1,2,0,2,3,82,0
15,1,5,1,15,3,66,0
4,0,2,0,12,1,76,0
14,1,1,0,2,2,39,0
11,1,0,0,0,3,22,0
3,2,2,1,10,2,86,0
14,2,0,0,1,3,42,0
10,1,3,1,31,3,86,0
15,1,0,1,9,4,6,0
22,1,4,0,18,1,52,0
5,1,2,0,16,1,37,0
13,1,0,0,8,2,84,0
17,0,3,0,5,4,6,0
11,2,1,0,6,3,73,0
10,1,5,0,16,4,29,1
12,1,1,0,10,1,69,0
20,2,1,0,2,3,51,0
22,1,2,0,9,3,77,0
10,1,1,0,5,2,27,0
22,1,2,0,0,4,87,0
15,2,2,0,4,3,37,0
14,1,2,1,2,1,46,0
20,2,2,0,18,2,98,0
14,0,2,0,1,1,25,0
3,0,9,0,4,2,37,0
10,1,2,1,11,4,23,0
18,1,1,0,22,2,92,0
14,2,3,0,4,4,26,0
3,2,0,1,9,4,76,0
20,0,3,1,4,3,52,0
12,2,2,0,2,4,3,0
21,1,1,0,3,2,73,0
18,1,2,0,10,2,79,0
1,1,3,0,12,3,72,0
13,1,1,0,4,2,28,0
3,1,1,0,1,4,90,0
15,1,3,0,1,2,80,0
20,1,1,0,16,1,34,0
19,1,1,0,10,1,84,0
13,0,2,0,13,3,65,0
14,1,4,0,6,4,88,0
2,2,5,0,6,2,29,0
7,1,0,0,2,3,4,0
15,0,2,1,1,3,68,0
9,2,1,2,1,4,62,0
3,0,5,0,48,3,38,0
17,0,3,1,17,1,67,0
1,0,4,1,9,3,2,0
16,1,3,1,2,2,93,0
12,3,8,0,4,1,92,0
3,2,2,1,4,1,76,0
10,1,3,1,6,1,44,0
6,1,2,0,5,2,79,0
11,2,6,2,27,4,95,0
9,0,2,0,12,3,32,0
6,0,2,0,0,3,86,0
12,1,1,0,4,1,3,1
6,1,3,0,1,1,17,0
23,0,2,2,3,3,93,0
16,1,2,0,31,2,12,0
9,1,3,0,12,1,64,0
9,1,3,1,0,1,63,0
23,0,3,0,3,2,78,0
3,2,1,0,5,4,72,0
19,1,3,0,9,1,41,0
3,0,6,1,6,4,2,0
21,0,3,1,0,2,53,0
6,5,1,1,7,3,34,0
21,0,1,2,1,3,88,0
0,0,2,1,7,4,84,0
11,4,1,0,2,1,74,0
23,1,1,0,1,3,40,0
12,2,0,0,3,2,71,0
9,2,1,0,1,1,65,0
14,0,3,1,3,4,55,0
12,3,2,0,20,4,74,0
22,0,3,1,3,4,51,0
21,0,3,1,6,4,5,0
21,0,2,0,7,2,56,0
20,0,1,0,1,3,21,0
21,1,1,2,5,4,58,0
8,1,2,0,19,3,73,0
8,0,0,1,0,3,93,0
14,3,2,0,25,4,31,0
9,0,3,0,20,1,46,0
23,1,3,1,19,4,27,0
9,1,5,0,2,2,70,0
7,1,2,0,6,1,31,0
23,3,2,1,9,4,41,0
15,2,1,1,1,3,45,0
16,0,1,0,8,3,36,0
4,2,0,1,18,1,2,0
3,0,3,2,27,2,62,0
17,1,5,0,3,3,21,0
23,1,0,3,3,2,34,1
18,1,4,0,3,3,86,1
3,1,3,1,1,1,13,0
6,2,1,0,5,4,19,0
9,1,0,1,15,3,33,0
17,0,5,1,12,1,49,0
18,1,4,0,23,1,3,0
3,1,2,0,4,4,38,0
9,0,3,0,8,4,83,0
0,0,2,0,14,1,71,0
22,1,3,0,22,3,15,0
17,1,2,1,20,2,38,0
4,0,2,0,6,2,25,1
14,2,3,0,23,4,61,0
16,1,2,1,5,3,86,0
2,4,1,0,23,1,87,0
11,2,2,0,15,2,50,0
1,3,1,0,2,2,10,0
0,2,1,1,26,3,50,0
22,1,1,0,2,1,42,0
20,1,2,1,23,4,71,0
16,3,2,0,9,2,52,0
21,0,1,1,11,3,46,0
15,0,2,0,1,4,89,0
4,1,3,1,0,3,40,0
14,1,3,2,34,1,58,0
2,1,0,0,4,3,24,0
6,1,2,0,18,4,69,0
10,0,0,1,12,1,85,0
9,0,2,1,9,2,40,0
8,1,1,1,11,4,20,0
13,0,1,0,0,3,29,0
12,0,2,1,5,2,37,0
1,1,0,0,9,1,20,0
2,0,1,1,20,4,18,1
6,0,3,1,12,1,4,0
20,2,2,0,2,1,11,0
17,2,3,0,41,3,64,0
2,3,2,0,10,3,86,0
9,1,3,1,6,3,52,0
21,1,1,0,15,2,43,0
6,0,0,0,9,2,14,0
8,1,2,1,12,3,45,0
16,1,2,0,9,2,28,0
10,0,2,1,1,4,4,0
6,2,2,2,7,1,16,0
23,0,3,1,3,3,38,0
13,0,3,1,8,1,63,0
18,2,3,1,1,1,23,0
3,3,2,0,2,1,77,0
5,0,2,2,16,4,20,0
9,2,2,0,5,4,69,0
6,1,1,2,11,2,83,0
12,1,2,0,6,1,21,0
13,1,1,1,4,2,42,0
3,4,2,0,6,1,69,0
7,1,1,1,16,3,14,0
4,0,4,0,3,1,70,0
0,0,3,1,5,1,5,0
3,0,5,0,2,4,24,0
2,1,2,0,4,3,93,0
8,1,4,0,21,2,29,0
7,1,3,0,15,3,2,0
0,1,2,0,4,4,6,0
5,0,0,2,1,4,34,0
8,2,1,0,5,1,76,0
6,1,0,0,14,4,22,0
3,1,0,1,0,4,4,0
12,2,5,1,13,1,6,0
16,0,2,1,11,4,67,0
1,1,5,1,0,4,77,0
4,0,0,0,10,2,63,0
11,1,1,1,3,1,87,0
20,1,3,1,1,1,99,0
7,1,0,0,4,2,90,0
5,1,2,0,2,2,73,0
7,2,3,0,17,2,87,0
17,1,3,1,13,2,68,0
2,1,3,1,39,1,34,0
21,0,3,0,7,2,72,0
11,1,0,0,0,2,34,0
2,3,1,0,4,4,57,0
21,0,1,0,18,1,37,0
5,3,0,0,5,2,6,0
1,0,2,0,6,4,71,0
22,0,3,1,5,1,45,0
11,1,1,0,2,2,41,1
1,0,2,1,0,2,5,0
5,0,0,0,1,4,60,0
16,0,3,0,4,3,67,0
2,2,2,0,2,1,17,0
1,0,1,0,8,4,83,0
22,0,3,0,9,2,65,0
19,0,1,0,8,3,55,0
7,0,2,0,0,3,9,0
21,1,2,0,10,4,4,1
11,0,1,0,4,4,42,0
3,0,3,0,21,4,46,0
4,2,0,0,7,1,74,0
12,2,2,1,0,3,96,0
14,1,2,1,0,1,1,0
22,1,3,1,12,3,87,0
15,2,1,0,5,1,17,0
9,6,2,0,3,4,94,0
22,0,1,0,5,2,91,0
15,4,4,0,0,4,79,0
11,0,2,2,4,1,7,0
16,0,3,0,3,4,97,0
15,0,1,0,16,3,5,0
11,0,1,1,1,1,52,0
7,3,5,0,14,4,98,0
19,0,2,1,6,4,53,0
2,0,2,0,0,2,3,0
15,1,1,0,34,2,62,0
12,0,2,2,13,4,32,0
22,1,2,0,3,3,2,0
18,1,1,0,8,3,80,0
7,0,3,1,23,3,81,0
21,0,1,0,26,4,53,0
4,0,3,0,13,2,12,0
19,2,1,0,13,4,5,0
7,1,2,0,3,2,4,0
23,1,0,0,45,3,56,0
11,1,2,0,2,2,80,0
0,2,4,1,0,4,82,1
20,0,0,0,37,4,64,0
19,1,1,1,1,4,45,0
5,0,3,0,7,2,60,0
21,0,1,0,6,3,20,0
17,0,4,1,18,4,53,0
7,0,0,0,5,4,73,0
6,1,2,2,6,2,16,0
0,1,2,1,0,3,99,0
20,0,1,0,2,2,93,0
15,1,1,0,17,1,30,0
11,2,4,1,6,1,20,0
5,2,3,0,2,4,86,0
19,2,4,0,4,2,87,0
1,0,1,0,3,2,52,0
13,0,3,1,8,4,36,0
3,1,2,0,0,1,22,0
0,0,1,0,2,3,1,0
22,0,2,0,4,3,21,0
17,3,0,0,26,1,48,1
12,3,2,1,9,4,83,0
1,1,3,0,7,4,72,0
8,0,2,0,2,3,5,0
20,2,3,1,8,3,40,0
1,2,0,1,26,1,93,0
8,0,3,0,8,1,82,0
0,1,2,0,1,2,93,0
10,0,2,1,58,1,79,0
2,0,3,0,6,1,45,0
19,3,1,0,3,3,31,0
22,3,6,1,6,3,15,0
3,3,0,2,3,2,58,0
17,0,2,1,0,3,53,0
22,0,2,3,22,3,45,0
5,0,1,1,5,3,67,0
2,0,1,0,13,1,42,0
21,0,1,0,35,3,97,0
10,0,3,0,10,4,24,0
14,2,0,1,11,1,38,0
21,2,5,2,28,3,51,0
4,1,0,2,7,1,24,0
19,0,2,0,3,3,77,0
9,1,1,0,25,2,91,0
11,1,0,0,0,2,33,0
14,0,3,0,2,2,19,0
16,0,1,1,4,3,25,0
9,0,1,0,15,2,70,0
5,1,2,0,23,1,97,1
17,0,2,0,6,2,89,0
12,0,1,1,3,2,87,0
2,0,2,1,4,2,49,0
23,0,3,0,10,2,17,0
9,1,0,0,1,1,21,0
13,2,2,1,7,4,43,0
5,2,2,0,8,2,84,0
2,2,1,0,12,3,76,0
15,0,1,0,9,4,77,0
6,2,1,0,1,2,82,0
19,2,2,1,11,4,22,0
13,0,3,0,0,3,63,0
8,2,0,0,4,3,24,0
14,3,2,0,5,2,33,0
20,1,4,2,1,2,67,0
2,1,0,0,0,3,81,0
1,1,2,2,0,1,96,0
1,0,3,0,5,4,17,0
2,1,2,1,2,1,48,0
17,0,5,0,0,2,44,0
13,0,1,0,2,1,25,0
19,1,4,1,7,1,72,0
17,2,5,1,13,4,99,0
9,1,4,1,5,2,60,0
1,2,2,1,9,4,29,0
21,2,2,0,9,3,12,0
0,0,1,0,22,4,9,0
3,1,0,1,1,4,90,1
13,0,3,1,6,3,86,0
0,1,2,0,9,1,53,0
13,0,2,0,7,4,61,0
15,2,2,0,5,3,31,0
21,2,2,0,36,2,48,0
13,0,0,1,28,1,94,0
19,0,0,0,9,3,79,0
2,1,1,0,5,1,47,0
2,5,1,0,14,3,33,0
8,0,5,0,7,4,67,0
5,1,0,1,54,1,98,0
12,1,3,1,11,4,64,0
20,2,2,0,0,3,17,0
1,0,2,0,5,4,44,0
7,1,0,0,13,4,5,0
20,1,2,0,18,3,94,0
1,1,3,1,16,4,62,0
3,0,2,1,37,4,63,0
14,1,1,0,6,4,79,0
3,0,2,1,1,2,39,0
12,0,7,1,10,2,72,0
11,2,0,1,0,2,42,0
12,1,6,0,36,1,92,0
13,1,4,1,14,4,21,0
19,1,1,1,40,4,47,0
17,1,0,0,4,4,74,0
5,0,2,0,0,1,28,0
10,0,1,1,7,1,21,0
1,4,0,2,1,3,28,0
22,1,1,0,11,4,86,0
18,1,6,0,6,3,19,0
18,3,1,0,14,3,63,0
4,2,1,0,3,1,52,0
18,0,3,0,17,2,38,0
1,2,3,0,10,1,46,0
9,0,0,0,43,1,24,0
1,0,1,2,1,2,92,0
10,0,0,1,0,2,45,0
17,3,0,0,19,1,77,0
23,1,3,0,4,4,9,0
14,1,3,0,5,3,9,0
8,0,1,0,25,4,21,0
22,1,1,0,5,3,24,0
18,0,3,1,3,4,95,0
8,0,3,1,0,2,64,0
2,1,2,0,5,4,93,0
20,1,3,0,10,1,40,1
8,4,1,0,3,3,74,0
13,0,2,0,12,3,52,0
18,1,4,0,6,4,4,0
6,0,0,0,19,2,3,0
15,2,2,0,1,1,13,0
15,3,2,0,14,2,21,0
0,0,4,0,26,1,8,0
3,0,2,0,13,1,73,0
3,3,4,1,5,1,1,0
6,1,2,0,2,4,14,0
7,0,1,1,1,1,76,0
16,1,1,0,10,1,36,0
4,0,0,0,1,1,22,0
6,0,1,2,18,3,36,0
19,0,4,1,32,3,45,0
19,2,2,0,1,4,16,0
3,0,0,1,4,4,11,0
5,1,2,0,27,3,67,0
6,1,3,1,6,3,98,0
17,2,2,1,7,1,25,0
4,1,1,1,13,3,90,0
19,1,3,0,2,4,67,0
2,0,3,1,38,4,84,0
6,0,3,0,15,1,31,0
21,4,1,0,1,2,65,0
13,2,2,0,1,2,90,0
6,3,1,0,27,3,89,0
4,2,0,1,11,1,11,0
21,0,0,0,0,3,80,0
4,0,3,1,1,1,84,0
22,2,4,2,0,3,38,0
1,0,4,1,36,4,2,0
20,0,2,2,6,4,54,0
21,1,1,3,6,2,93,0
5,3,2,1,31,2,7,0
14,0,2,0,7,3,49,0
20,1,0,1,7,4,40,0
9,0,3,1,41,3,45,0
22,2,1,1,1,4,54,0
23,0,1,1,42,1,89,0
6,0,1,0,1,4,61,0
4,1,2,0,6,2,4,0
0,0,2,1,4,4,34,0
12,1,2,0,31,3,89,0
20,0,2,1,6,1,8,0
17,0,1,1,0,2,32,0
12,0,3,1,2,1,18,0
20,0,2,0,5,2,40,0
20,0,0,0,11,2,75,0
17,1,0,1,8,1,56,0
4,2,3,0,18,1,37,0
12,0,1,1,17,4,55,0
3,0,2,1,8,4,36,0
16,2,2,0,8,2,10,0
2,0,1,1,3,4,70,0
16,1,3,0,31,4,80,0
10,0,1,0,0,2,89,0
